9.142956948528051520e-01,-9.489866603549852453e-01,-9.678609268984230685e-01,-9.321520061113968136e-01,-1.000000000000000000e+00,-8.553627338858830198e-01,-7.969269837028728487e-01,-7.693781034919872086e-01,-5.465289791347478499e-01,-5.682372714632570876e-01,-4.140931636158872720e-01,-4.641544251718901504e-01,-3.824482586708256027e-01,-1.376140114334167275e-01,6.132788704183245176e-02,4.499906013827636997e-02,-3.311561210718527715e-02,1.434869754956635546e-01,1.892544049624876601e-01,4.336595439858076384e-01,5.440670943780717694e-01,5.990352689233767736e-01,5.369389414119227766e-01,8.466408325074057384e-01,8.445856474661266322e-01,8.747865971733276291e-01,9.066505227835869318e-01,9.616068077652073498e-01,8.815091774080610065e-01,9.815585758214365741e-01
9.127213514008867268e-01,-9.305965234107843598e-01,-8.928787230718677748e-01,-9.148382406962189961e-01,-1.000000000000000000e+00,-8.244715295541424904e-01,-7.714119667895992238e-01,-7.386758680811909006e-01,-5.146713563004231551e-01,-5.421688128508594939e-01,-4.460319843437640097e-01,-4.554959492413393485e-01,-3.794003921574792271e-01,-1.376140114334167275e-01,6.132788704183245176e-02,4.499906013827636997e-02,-3.311561210718522164e-02,1.054497304810615155e-01,1.900061048241294126e-01,4.383020773590109442e-01,5.663811085512503452e-01,6.128836431160975540e-01,5.461578696481016459e-01,8.646983467243551935e-01,8.514570556066205498e-01,8.737586421146810167e-01,9.074179428111222023e-01,9.562487968100092939e-01,8.732327774397055098e-01,9.671051775417780494e-01
8.234265495128934020e-01,-6.919887201428914780e-02,-7.046491003485755300e-02,-2.211192369468296393e-01,-4.063015573652434820e-01,-5.088982683919638372e-01,-4.114359771495095797e-01,-6.269487460094763653e-01,-6.977607161431161886e-01,-7.710900405575860095e-01,-8.986629831270875890e-01,-8.805142259582399156e-01,-9.007936707922917785e-01,-9.338761086864850736e-01,-9.397428698570684524e-01,-9.688366598531483742e-01,-9.977024548554163097e-01,-9.809761642097882817e-01,-9.858057106455790919e-01,-9.754317197585877786e-01,-8.569093190719538899e-01,-8.869216831838537818e-01,-7.467385156098659271e-01,-7.759551917863924952e-01,-5.440588460224295986e-01,-6.009280619112640220e-01,-4.227256130385526611e-01,-4.055640163386579067e-01,-2.901581036579011785e-01,-1.499775137202363773e-01
8.136530325028934474e-01,1.081599524086261366e-01,1.649986228180452819e-01,-2.325867532428305129e-02,-2.102912520572424726e-01,-1.625875796828761266e-01,-2.424813432734997942e-01,-4.455045942451694718e-01,-4.907759939243845904e-01,-6.008341129930663271e-01,-8.264167463198922592e-01,-7.805100227602190799e-01,-8.084450412396129160e-01,-8.677522173729700361e-01,-8.794857397141370159e-01,-9.376733197062967484e-01,-9.489765442997737388e-01,-9.809709509268776939e-01,-9.733027459798522241e-01,-9.613091396068831340e-01,-8.770965513688084858e-01,-9.096120500804549813e-01,-7.947374214927640512e-01,-8.310744874558997353e-01,-6.776768048053973814e-01,-7.016846313264879509e-01,-5.620378463442322614e-01,-5.302628912899531866e-01,-4.427267257952380852e-01,-3.106584188338343822e-01
7.976482712497100502e-01,4.214997931300046297e-01,4.993480779578353124e-01,3.335064757366600352e-01,1.817293585587595461e-01,7.289680157771744051e-02,3.801913642365412072e-02,-1.516963203908472391e-01,-1.484862008641518738e-01,-3.189762897419218257e-01,-6.100619260677790923e-01,-5.999831872079166573e-01,-6.306054817892843278e-01,-7.355044347459400722e-01,-7.589714794282740318e-01,-8.753466394125934968e-01,-8.979530885995474776e-01,-9.239046568391533487e-01,-9.499881413370923067e-01,-9.435096793931810888e-01,-9.776859858268214243e-01,-9.861516258072792196e-01,-9.114778217899628387e-01,-9.819424857830505449e-01,-9.603733906874442061e-01,-9.008848712749807364e-01,-8.423890080175459039e-01,-7.676051165433479540e-01,-7.292420701411119754e-01,-5.995000829317987945e-01
7.863205478057497810e-01,5.782779186835163010e-01,7.136877187841488279e-01,4.899437441392179293e-01,3.737642726743615751e-01,3.139226915163268461e-01,2.248540295979694348e-01,7.629077175600898486e-02,7.093624941855442012e-02,-8.925096560031461901e-02,-3.573261193389296597e-01,-3.915884218289563679e-01,-4.326294043319765525e-01,-5.236901992302434028e-01,-5.939745938552865034e-01,-6.978825914177380074e-01,-7.415419363391066998e-01,-8.111387344926892506e-01,-8.640409631362269138e-01,-8.315292757204171270e-01,-8.774146043573065601e-01,-9.336244425541387892e-01,-8.936206220076402529e-01,-8.934947393863237330e-01,-9.516995742835663297e-01,-9.556700967439424321e-01,-8.947340971160158141e-01,-8.438604139679439786e-01,-8.433420718917179482e-01,-7.498096161336615939e-01
7.741541718248621251e-01,7.543182666146568405e-01,8.866699956186915310e-01,6.909506432115348762e-01,5.900645537879624092e-01,5.186903030789630220e-01,4.077707178729964577e-01,2.748843423730689128e-01,2.966256160076419790e-01,1.118925205625910801e-01,-1.284059743141532928e-01,-2.276986942732825425e-01,-2.712614535818905770e-01,-3.823036747438091632e-01,-4.616149437547485967e-01,-5.941527455255414258e-01,-6.445269048886066443e-01,-7.228033083164273620e-01,-7.890843331791713711e-01,-7.644931935292859082e-01,-8.657289820526943291e-01,-9.215272416294042479e-01,-8.956298074966123623e-01,-9.412108788951054628e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-9.490882119769301628e-01,-9.821186945083449915e-01,-8.962466432598445998e-01
7.741541718248621251e-01,7.543182666146568405e-01,8.866699956186915310e-01,6.909506432115348762e-01,5.900645537879624092e-01,5.186903030789630220e-01,4.077707178729964577e-01,2.748843423730689128e-01,2.966256160076419790e-01,1.118925205625910801e-01,-1.284059743141532928e-01,-2.276986942732825425e-01,-2.712614535818905770e-01,-3.823036747438091632e-01,-4.616149437547485967e-01,-5.941527455255414258e-01,-6.445269048886066443e-01,-7.228033083164273620e-01,-7.890843331791713711e-01,-7.644931935292859082e-01,-8.657289820526943291e-01,-9.215272416294042479e-01,-8.956298074966123623e-01,-9.412108788951054628e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-9.490882119769301628e-01,-9.821186945083449915e-01,-8.962466432598445998e-01
7.291469620997139689e-01,9.884930552615786015e-01,9.629047902361902445e-01,9.020706694013784777e-01,9.036655988027122444e-01,9.693034368176594029e-01,8.702676283828287840e-01,8.519820294901836455e-01,8.325030964450648163e-01,7.414183248523590342e-01,6.112120399819983563e-01,6.053942846167216230e-01,5.943462973906793456e-01,5.484510771431956311e-01,3.881751888857597477e-01,3.451157111332296967e-01,2.312423594575367947e-01,1.012082097477251530e-01,-5.739739479694605517e-02,-7.673612762099113471e-02,-1.367160913185486715e-01,-3.426140482083140926e-01,-4.145737661353592340e-01,-3.882364458754017367e-01,-4.884280570849711123e-01,-6.882145852362036020e-01,-7.021507989369661917e-01,-7.929440521704282929e-01,-8.791290379329494975e-01,-9.008385523018114238e-01
7.291469620997139689e-01,9.884930552615786015e-01,9.629047902361902445e-01,9.020706694013784777e-01,9.036655988027122444e-01,9.693034368176594029e-01,8.702676283828287840e-01,8.519820294901836455e-01,8.325030964450648163e-01,7.414183248523590342e-01,6.112120399819983563e-01,6.053942846167216230e-01,5.943462973906793456e-01,5.484510771431956311e-01,3.881751888857597477e-01,3.451157111332296967e-01,2.312423594575367947e-01,1.012082097477251530e-01,-5.739739479694605517e-02,-7.673612762099113471e-02,-1.367160913185486715e-01,-3.426140482083140926e-01,-4.145737661353592340e-01,-3.882364458754017367e-01,-4.884280570849711123e-01,-6.882145852362036020e-01,-7.021507989369661917e-01,-7.929440521704282929e-01,-8.791290379329494975e-01,-9.008385523018114238e-01
