9.374220592130007024e-01,4.947440727477253608e-02
9.339552500943673063e-01,5.025984022595668399e-02
8.303815222504955518e-01,9.497308936271713076e-02
8.256772104459793038e-01,1.004502416313401009e-01
8.087401110489927936e-01,1.092872919518776548e-01
7.986929159650811849e-01,1.190004612836621789e-01
7.832505342193520903e-01,1.239294019294395338e-01
7.832505342193520903e-01,1.239294019294395338e-01
7.375882300629785782e-01,1.525544502561783089e-01
7.375882300629785782e-01,1.525544502561783089e-01
7.126981024644046814e-01,1.646379501746358665e-01
6.983172312400421911e-01,1.716356029480308465e-01
6.960476447067390771e-01,1.804381925055437430e-01
6.826572185542779669e-01,1.890049718791738109e-01
6.766448614463539402e-01,2.031636321588659588e-01
6.765422107009742003e-01,2.172523734383619287e-01
6.661672655504549123e-01,2.238792135121249471e-01
6.583890565217459523e-01,2.282734414308719151e-01
6.350482868082525378e-01,2.378669586371280065e-01
6.075000349403597566e-01,2.407284856494432967e-01
5.904790728121789289e-01,2.444006404825564138e-01
5.777443880604195003e-01,2.512227277447957041e-01
5.683928185167380631e-01,2.581707434116554678e-01
5.525137704028808550e-01,2.668606497865108063e-01
5.471667912213524776e-01,2.721729883580938369e-01
5.349332900800227719e-01,2.766923095323169379e-01
5.308598088841588458e-01,2.847902788655067852e-01
5.105638753661223550e-01,2.911158024286913948e-01
5.010027840695807644e-01,2.954393503050741776e-01
4.944624889608671414e-01,3.012320949227821898e-01
4.815945218059212163e-01,3.102556393297903892e-01
4.786850226674376763e-01,3.149125212202500967e-01
4.632459115656477056e-01,3.227967990277849086e-01
4.527653807293116062e-01,3.306244148312038611e-01
4.527653807293116062e-01,3.306244148312038611e-01
4.415609178994558404e-01,3.392883419443060156e-01
4.321792038038920758e-01,3.463827162267024695e-01
4.243886916620303595e-01,3.559603153848741597e-01
4.132519006851304577e-01,3.626438646676608535e-01
4.051124366025234402e-01,3.700797263232507017e-01
4.051124366025234402e-01,3.700797263232507017e-01
3.890032729429198644e-01,3.811723743389496266e-01
3.863853646430188693e-01,3.856088606020156573e-01
3.777248237371717554e-01,3.912858430527742515e-01
3.657949804179163600e-01,3.999109850682229239e-01
3.611574407098148143e-01,4.073462457480815369e-01
3.541769802650626686e-01,4.193322904099851534e-01
3.483954356064765112e-01,4.267909346731476039e-01
3.482946737104241630e-01,4.348844420086714346e-01
3.466786311414288280e-01,4.385392397401798315e-01
3.422000036475529305e-01,4.612097877264171863e-01
3.398579959945327578e-01,4.692185750104778674e-01
3.277465392438340119e-01,4.852861016661758065e-01
3.217387193193941286e-01,4.868570626360047005e-01
3.071909936111472117e-01,4.931123461387716400e-01
2.912337537375798147e-01,4.945884130189978078e-01
2.832483481447098383e-01,4.950834214238057918e-01
2.751458308333888381e-01,4.967830646780732606e-01
2.663249601673243205e-01,4.985352111521784146e-01
2.560168615827692062e-01,5.030484571793651938e-01
2.466913964474066190e-01,5.105848740159011356e-01
2.430872180842646169e-01,5.144116177250647182e-01
2.332735323071120914e-01,5.209395682853825704e-01
2.282097219653236309e-01,5.258109267015863564e-01
2.236181756655939989e-01,5.324371345461518246e-01
2.163482527737502770e-01,5.409154754745615357e-01
2.076734791926236889e-01,5.485326119146489710e-01
1.989994758496040905e-01,5.574752445525218425e-01
1.908301946447870934e-01,5.674202823880862834e-01
1.849969165126266746e-01,5.748519692111061508e-01
1.791321883829342099e-01,5.826115154703559451e-01
1.719916189808601004e-01,5.906444346742460993e-01
1.660403664632475462e-01,5.981396263806557645e-01
1.588376729632426099e-01,6.078879480183422279e-01
1.523147365283769039e-01,6.145747005553001685e-01
1.447940707761995460e-01,6.238197102121789683e-01
1.389349949731098488e-01,6.313920251059998989e-01
1.321513871938572449e-01,6.413312452157569066e-01
1.270277508410606604e-01,6.473801090204144293e-01
1.206424256577454668e-01,6.548321923922185706e-01
1.119983508263934224e-01,6.727076649227681227e-01
1.040767000117986119e-01,6.812913938742627407e-01
9.724685890083306639e-02,6.923743362901334519e-01
9.079758320671231508e-02,7.046159441768882203e-01
8.520795818191440052e-02,7.168646637088571527e-01
7.644243592382161945e-02,7.314310355642952288e-01
7.018603170978432448e-02,7.427801120364634357e-01
6.380198998495759111e-02,7.603235176811484752e-01
5.739101861752201467e-02,7.787875390539041875e-01
5.069011058288958038e-02,7.968382865825188732e-01
4.280397644433135695e-02,8.170726543255707464e-01
3.515642136069244139e-02,8.369034845568379399e-01
2.664048322862938925e-02,8.636311094041382308e-01
1.973474718597070451e-02,8.976510671303112865e-01
1.153760310374669917e-02,9.953555416634397579e-01
